aid,2000,2003,2006,2009
204760,A,A,A,A
204774,B,B,A,B
204795,C,D,C,C
204809,A,A,,B
204821,B,B,B,B
204835,C,C,C,C
20484,D,C,C,C
204861,D,D,D,D
204912,C,C,C,C
204931,A,B,B,B
20494,A,A,A,A
204941,C,C,C,C
204955,A,A,A,A
204958,B,B,B,B
204964,B,A,A,A
205,B,B,B,B
205002,A,B,B,D
205013,B,B,B,B
205031,C,C,C,C
20504,C,C,C,C
205071,D,B,B,B
205073,D,C,C,C
205084,A,C,C,C
20510,A,C,A,A
205118,B,B,B,B
20512,C,C,C,C
205120,B,B,B,B
205137,A,B,B,B
205152,A,B,B,A
205177,D,D,C,C
20522,C,C,C,C
205223,B,B,B,B
205227,B,B,B,B
205240,C,C,C,C
205254,A,B,B,B
205256,A,B,B,B
205272,D,C,C,C
205289,A,B,B,B
205293,A,A,A,A
205326,A,A,A,A
205327,A,B,B,B
205341,B,B,B,B
205352,B,B,B,B
205374,B,B,B,B
205380,A,B,A,B
205384,B,B,B,B
205401,C,C,C,C
205408,B,B,B,B
205414,A,A,A,A
205415,C,C,C,C
205416,B,B,B,B
205418,C,C,C,C
205422,A,D,D,D
205427,B,B,B,B
205428,C,C,C,C
205434,C,C,C,C
205448,A,B,B,B
205462,B,B,B,B
205466,D,B,B,B
205483,C,C,D,D
205501,C,C,C,C
205508,C,C,D,D
205536,B,B,B,B
2055821,B,B,B,B
205585,B,B,B,B
205586,B,B,B,B
205588,B,B,B,B
2056,B,B,D,D
205600,C,C,C,C
205603,C,C,A,A
205605,B,B,B,B
205608,B,B,B,B
205625,A,B,B,B
205627,B,D,D,D
205629,B,C,D,D
20563,B,C,C,C
205630,C,C,C,C
205641,B,B,B,B
20565,C,C,C,C
205693,A,A,B,B
205709,B,B,A,A
205714,A,A,A,A
20572,D,D,D,D
20573,B,B,B,A
205731,A,C,C,C
205763,B,B,B,B
205769,B,C,D,B
20577,C,C,B,B
205770,C,C,C,
205788,B,B,B,B
205789,D,D,B,B
20581,C,C,C,C
205829,D,D,D,D
205832,B,B,B,B
205834,C,C,C,D
205838,C,A,A,A
205878,C,D,D,D
205879,D,D,D,D
205889,C,C,C,C
205908,C,C,D,D
20591,B,D,D,D
205911,D,C,C,D
20594,C,C,C,C
205942,C,C,D,D
205951,C,C,C,C
205955,C,C,C,C
205958,A,D,D,D
205967,B,B,B,B
205978,A,D,C,B
205980,B,B,B,B
205989,D,D,D,D
206026,C,C,C,C
206056,C,D,C,C
206071,A,A,A,A
2061,C,C,D,D
20611,C,A,A,A
206150,C,C,C,C
206170,A,A,A,C
206199,C,B,B,B
206207,B,B,B,B
206234,B,D,D,D
206238,B,B,B,B
206247,C,C,C,D
206251,B,B,B,B
206269,D,D,D,D
206298,C,D,B,B
20630,C,C,C,C
206313,A,B,B,A
206317,C,C,C,C
206330,A,B,B,B
206349,B,B,B,B
206387,B,B,B,B
206392,C,C,C,C
20640,B,B,B,B
206406,C,C,C,C
206407,C,C,C,C
206414,C,C,C,C
20644,B,B,B,B
206490,C,C,C,C
206506,C,C,C,C
206516,A,B,,B
206524,D,D,D,D
206540,A,A,A,A
206566,C,C,B,B
20659,B,B,A,A
206601,B,A,A,A
20664,C,A,A,A
206676,C,C,C,C
206677,C,C,C,C
20673,B,B,B,B
20675,B,B,B,B
20689,C,C,A,B
2069,C,C,C,C
20692,C,C,C,C
206985,D,C,D,D
20702,A,B,A,A
207044,D,D,D,D
20712,B,B,B,B
207303,B,B,B,B
207448,C,C,C,C
207505,B,B,B,B
207569,C,D,C,C
20762,A,A,B,A
20764,A,A,A,A
20767,B,A,A,B
20778,C,C,C,C
2077933,B,B,B,B
2078,D,D,D,B
2079,B,B,B,B
207911,D,D,C,C
2080,B,B,A,A
208022,B,B,B,B
20808,C,C,A,A
208118,B,C,D,B
20829,C,B,B,B
20842,C,A,A,A
20849,B,C,C,C
2086178,B,B,B,B
2086225,A,B,B,B
2086266,B,B,B,B
2086294,B,B,B,B
2086329,B,B,B,B
2086367,B,B,B,B
2086386,B,A,A,B
2086409,B,B,B,B
2086412,B,B,B,B
2086461,A,A,A,A
2086532,A,A,A,B
2086584,C,D,B,B
2086710,B,B,B,B
2086797,A,B,B,B
2086831,B,B,B,B
2086936,B,B,B,B
2087014,B,A,B,B
2087025,A,A,A,
2087039,A,B,,B
2087051,B,B,B,B
2087160,B,B,B,B
2087226,B,B,B,B
2087232,B,B,B,B
2087256,B,B,B,B
20873,B,B,B,B
2087305,B,A,B,B
2087404,B,B,B,B
2087419,B,B,B,B
2087456,B,B,B,B
2087459,B,B,B,B
2087660,B,B,B,B
2087856,B,B,B,B
208792,A,A,A,A
2087955,B,B,B,B
20880,B,B,B,B
2088085,B,B,B,B
2088101,A,A,B,B
2088112,B,B,B,B
2088151,A,A,B,B
2088156,C,C,C,
2088182,A,A,B,B
208823,D,B,D,D
2088264,C,A,B,B
2088272,B,B,B,B
2088311,B,B,B,B
2088313,B,B,B,B
2088409,B,B,B,B
2088590,B,B,B,B
2088614,B,B,B,B
2088689,B,B,B,B
2088762,A,B,B,B
2088776,B,B,B,B
2088777,B,B,B,B
208880,A,C,A,C
2088818,B,B,B,B
208885,C,C,C,C
2088891,B,B,B,B
2088908,D,C,A,A
2088950,B,B,B,B
2089058,C,D,B,B
2089059,B,B,B,B
2089089,B,B,B,B
2089117,B,B,B,B
2089159,B,B,B,B
20892,A,C,C,C
2089254,B,B,B,B
2089255,B,A,A,A
2089281,B,B,B,B
2089321,A,A,B,B
2089415,B,B,B,B
2089522,B,B,B,B
2089652,B,B,B,B
2089935,D,C,C,C
209129,C,C,C,C
2092214,B,B,B,B
2092241,B,B,B,A
2092299,B,B,B,B
2092300,B,B,B,B
2092496,B,B,B,B
2092536,B,B,B,B
2092707,B,B,B,B
2092708,B,B,B,B
2092719,B,B,B,B
2092754,B,B,B,B
2092766,A,B,B,B
2092806,B,B,B,B
2092843,B,B,B,B
2092887,B,B,B,B
2092927,C,D,D,D
2092959,B,B,B,B
2092980,B,B,B,B
2093025,A,A,A,A
2093094,B,B,B,B
2093148,B,B,B,B
2093164,B,B,B,B
20933,B,C,C,C
2093325,C,C,C,
2093340,B,B,D,B
2093356,B,B,B,B
20935,C,C,C,C
209356,B,B,B,D
2093590,A,B,A,A
2093684,B,B,B,B
2093719,B,A,B,B
20939,D,C,C,C
2093915,B,B,B,B
2093971,B,B,B,B
2094198,B,B,B,B
209421,B,B,B,B
2094282,B,B,B,B
2094449,B,A,B,B
2094453,B,B,B,B
2094459,D,B,D,D
2094484,B,B,B,B
2094651,C,C,C,C
2094690,B,A,B,B
2094724,B,B,B,B
2094854,D,D,D,B
2094856,D,D,B,B
20949,B,B,B,D
20950,C,C,C,C
2095004,B,B,B,B
2095005,B,B,B,B
2095055,B,B,B,B
2095159,B,B,B,B
2095168,B,B,B,B
2095170,A,B,B,B
2095184,B,B,B,B
2095484,A,A,A,A
2095814,B,B,B,B
209591,D,D,D,D
2095963,A,B,B,B
2096042,A,B,B,B
2096048,B,B,B,B
2096143,A,B,B,B
209661,C,C,C,C
2096723,B,B,B,B
2096889,D,B,B,B
2096936,B,B,B,B
209694,C,C,C,C
2097020,A,B,B,B
2097072,B,C,C,C
2097452,B,B,B,B
209805,B,B,B,B
20985,C,C,C,C
2098565,B,B,A,A
20986,D,D,D,D
2098618,D,D,D,B
2098833,B,B,B,A
2099053,A,A,A,A
209922,C,C,C,C
2099221,A,A,A,A
2099274,A,A,A,A
2099565,B,B,B,B
20997,C,C,C,C
209979,D,D,,D
20999,C,C,D,D
2099960,A,B,B,B
210025,C,D,B,B
2100443,D,D,B,B
2100545,A,A,B,B
210080,C,C,C,C
210101,C,C,C,C
210106,B,B,B,B
210191,C,C,C,C
21025,C,C,C,C
21028,D,B,B,B
210300,B,B,B,B
210350,C,C,C,C
21036,C,A,B,B
2103757,B,B,B,B
2103772,A,A,B,B
2103786,B,B,B,B
2103787,B,B,B,B
2104050,B,B,B,B
210411,C,C,C,C
210414,D,D,D,
2104282,A,A,A,A
210430,C,C,C,C
210439,C,C,C,C
2104452,B,B,B,B
2104495,B,B,A,A
2104679,B,B,B,B
2104802,B,B,B,B
210499,B,B,A,B
2105002,A,A,B,B
210525,B,B,B,B
2105505,B,B,B,B
2105587,C,A,A,A
210571,C,C,C,C
2105796,B,B,B,B
2106103,A,A,A,B
2106120,B,B,B,B
2106148,A,B,,
2106249,B,B,B,B
2106259,D,D,D,D
2106503,B,B,B,B
2106707,A,B,B,B
2106724,A,A,A,A
2106867,B,B,B,B
2106941,B,B,B,B
2107274,B,B,B,B
2107428,A,A,B,B
21075,C,C,C,C
2107501,C,C,A,A
2108805,B,B,B,B
2109259,B,B,B,B
2109987,B,B,B,B
211,A,B,B,B
2110128,B,B,B,B
2110129,B,B,B,B
2110658,B,B,B,B
211104,C,D,D,C
2111218,B,B,B,B
211130,C,C,C,C
2111363,B,B,B,B
211172,B,B,B,B
21119,D,C,D,D
211195,B,B,C,C
211224,C,C,C,C
21124,A,A,A,A
211272,D,C,C,C
2113035,B,B,B,B
2113313,B,B,B,B
21135,C,C,C,C
211357,D,D,C,D
2113692,C,D,D,D
2113697,C,B,B,B
2113724,A,B,B,B
2113879,B,B,B,B
2114,A,A,A,A
2114340,D,B,B,B
211467,B,B,B,B
2114918,B,B,B,B
2115045,A,A,B,
2115113,D,C,C,C
211572,B,B,B,B
2116126,B,B,B,B
2116465,B,B,B,B
2116987,A,B,B,B
2117,C,C,A,A
2117148,B,B,B,B
211744,B,B,B,B
211791,C,A,B,B
211795,C,C,C,
211819,A,A,B,B
2118496,B,B,B,B
211853,D,D,D,C
211924,A,B,B,B
2119645,B,B,B,B
21201,B,B,B,B
212122,B,B,D,D
21216,C,D,B,B
212164,D,C,B,B
2121810,B,B,B,B
212200,B,B,B,B
21221,C,C,C,C
212258,C,C,C,C
212262,C,C,C,C
212263,B,B,B,B
21227,C,C,C,C
21229,C,C,C,A
212305,C,C,C,C
212326,A,A,A,C
212333,B,B,B,B
21234,B,C,C,C
21235,C,D,D,D
212359,B,A,A,A
21237,C,C,C,C
21240,B,B,D,D
212400,B,B,B,B
212418,B,B,B,B
212430,B,B,B,B
212447,A,B,D,D
21245,C,C,C,C
212455,C,C,C,C
212457,A,A,B,B
21246,B,A,A,A
212465,D,C,C,C
212507,B,A,B,B
212508,B,B,B,B
212531,A,A,A,B
212563,B,B,B,B
212577,C,C,C,C
212598,B,B,B,C
2126,A,C,C,C
212627,C,C,C,C
2126334,B,B,B,B
212654,A,A,D,D
21268,C,C,C,C
212681,C,C,C,C
2126852,B,B,B,B
2127,D,D,D,D
212709,C,C,C,C
212823,B,B,C,C
212845,C,A,A,A
21292,B,B,B,B
212939,B,B,A,A
212946,C,C,C,C
212982,C,A,C,C
213017,C,C,C,C
21303,C,C,C,A
21304,C,C,C,C
213087,B,B,A,A
213096,C,C,C,C
213157,A,D,C,D
21325,A,B,B,B
213269,A,A,A,A
213281,D,D,C,C
213300,A,A,C,C
213330,C,A,B,B
213363,C,C,C,C
2133881,B,A,A,A
213428,C,C,C,C
213443,B,A,A,B
21345,A,B,,
213456,A,A,A,A
21353,D,D,D,D
213601,C,C,C,C
213608,D,C,C,C
21362,C,C,C,C
213675,B,B,B,B
213678,B,B,B,B
213679,B,B,B,B
21368,B,A,A,A
213690,B,B,B,B
213691,B,B,B,B
213777,C,C,C,D
2138180,A,B,B,B
21388,D,D,B,C
213950,A,A,D,B
213958,C,C,C,C
213962,B,B,B,B
213964,B,B,B,A
213971,C,C,D,D
213974,C,C,C,C
214,B,B,B,B
214040,C,C,C,C
214051,B,B,A,A
214072,C,C,C,C
214107,D,A,A,A
21411,C,C,C,C
214138,B,B,B,B
214139,B,B,B,B
214141,B,B,B,B
214147,A,B,B,B
214170,A,A,B,B
214234,B,B,B,B
21427,C,C,D,D
214297,B,B,B,B
214328,C,C,A,A
214373,B,B,B,B
214375,B,B,B,B
21438,A,A,A,A
214380,C,D,D,C
214394,C,C,C,C
21441,B,C,C,C
2144212,B,B,B,B
214429,C,C,C,C
214475,D,C,C,C
21448,B,B,B,B
214485,B,B,B,B
214501,C,D,,C
214561,A,B,B,B
214642,B,B,B,B
214649,B,B,B,B
21465,A,B,B,B
214756,B,B,B,B
214827,A,A,A,A
214844,B,B,B,B
214861,D,D,D,D
214912,C,C,C,C
21494,A,A,A,A
214955,B,B,B,B
214999,A,B,B,B
215,A,B,B,B
215046,D,C,C,C
215101,B,B,B,B
215122,C,C,C,C
215153,B,B,B,B
215206,A,D,D,D
21522,D,D,B,B
215257,B,D,C,C
21535,C,D,B,B
215385,C,C,C,C
215460,C,D,C,C
215494,C,D,D,C
21551,D,D,C,D
215551,C,C,C,C
215588,B,B,B,B
2156199,A,A,A,A
215655,C,D,B,B
215669,C,C,C,C
215734,C,C,C,C
215740,C,C,C,C
215770,A,A,A,A
21582,D,C,C,C
21587,B,B,B,B
215871,D,D,D,D
215883,D,D,C,C
215929,C,C,C,C
21593,A,A,B,A
215932,A,B,B,B
21595,A,A,C,C
21596,B,A,A,C
21599,B,B,B,B
215995,C,C,C,C
215997,A,A,C,C
216081,A,A,A,B
21611,B,B,A,A
21612,C,C,C,C
216147,B,B,B,B
21622,B,B,B,B
216245,B,B,B,B
21626,B,B,B,B
216263,B,C,C,C
216276,D,D,D,D
21631,C,C,C,C
216329,B,B,B,D
21633,A,A,A,
216394,A,A,B,B
216399,C,C,C,C
216473,C,D,D,D
216484,C,D,D,D
216526,A,A,A,A
21656,C,C,C,C
216562,A,A,A,A
21658,C,C,C,C
21660,C,C,C,C
216635,A,B,B,B
216706,C,C,C,C
21675,B,B,B,B
216762,B,B,B,B
21677,C,A,B,A
216771,B,B,A,A
216787,B,A,A,A
216816,B,B,B,B
216878,C,C,A,C
216902,C,C,C,C
216964,A,A,,
2171,D,D,D,D
21710,B,B,B,B
21719,C,C,C,C
217205,C,C,D,D
217275,B,B,B,B
21728,C,C,D,B
21731,B,B,A,C
217323,C,A,A,B
217327,D,D,D,B
217377,B,B,B,B
21738,D,D,D,D
217430,C,C,A,B
217435,A,C,C,A
217467,C,D,,C
217480,B,B,B,B
217502,A,B,D,D
217521,C,C,C,C
217552,A,A,C,C
217558,B,B,B,B
2176,A,A,A,A
217646,D,D,C,C
217648,B,A,A,A
21766,C,C,C,C
217782,C,C,C,A
217790,C,C,C,C
21780,D,C,C,D
217833,A,A,B,B
217860,C,C,C,C
2179,A,A,A,A
217905,A,B,B,B
217912,C,C,C,D
217952,B,B,B,B
217969,C,B,B,B
217972,C,C,C,C
2180,C,C,A,A
218107,C,C,C,C
218232,D,D,D,D
218267,B,B,B,B
218271,C,C,C,C
218311,D,D,D,D
218324,B,B,B,B
218335,B,B,B,B
21836,B,B,B,B
218383,C,C,C,C
218386,C,C,B,B
218387,B,B,B,B
218417,A,B,B,A
21843,B,D,D,D
21848,C,C,C,C
21853,C,C,C,C
21879,C,C,C,C
21891,B,B,B,B
21896,C,C,C,C
21909,C,A,A,A
21911,C,C,C,C
21914,C,D,D,B
21943,B,B,B,B
21956,C,D,B,B
21957,B,B,A,A
21958,B,B,B,B
21961,C,C,C,C
21969,B,A,C,C
2197,C,C,C,C
21971,B,B,B,B
21976,B,B,C,C
21990,C,B,B,D
21997,B,B,B,B
22002,C,D,D,D
22009,A,A,,A
22019,C,A,A,A
2202,D,C,C,C
220229,B,B,B,B
220235,B,B,B,B
220237,C,C,C,C
220329,A,B,B,B
22041,C,C,C,C
22046,A,A,A,A
22048,C,C,C,C
22050,C,C,C,
22051,A,A,B,B
22052,D,B,C,C
220594,C,C,C,C
220614,D,D,D,B
220677,D,D,C,C
220723,B,B,A,C
220725,A,B,B,B
22074,C,C,C,C
220783,A,A,A,A
220794,B,B,B,B
220852,C,C,C,C
220872,C,B,B,B
220994,C,A,C,C
220997,A,A,A,A
221,C,C,C,A
221063,C,C,B,B
221089,C,C,C,C
22110,C,C,C,C
221160,C,C,B,B
22118,C,C,C,C
221202,A,A,A,A
22121,C,C,C,C
221331,B,B,B,B
221438,C,C,C,C
22150,A,A,C,C
22154,A,A,A,A
22156,A,A,A,A
221695,A,A,B,B
22177,D,C,C,C
22178,A,A,B,A
221789,B,B,B,B
22185,C,C,C,C
221851,D,D,D,D
22212,C,C,C,C
22215,D,B,A,B
222303,B,B,D,D
222318,C,C,C,D
22233,A,A,A,C
222333,B,B,B,B
22235,B,A,A,A
22241,B,B,B,B
222438,C,C,C,C
222468,A,A,A,C
22248,B,B,B,B
222486,C,C,C,C
222577,C,B,B,B
222715,C,C,C,C
2228,A,A,A,
22282,B,B,B,B
22290,D,D,D,D
222948,B,B,B,B
22295,B,C,C,C
22299,C,C,C,C
2230,C,C,C,C
223156,C,C,A,C
223194,B,C,C,C
22321,C,D,D,C
223322,A,A,B,B
22339,C,C,D,D
223412,C,C,,C
223488,B,A,C,C
22356,B,B,B,A
223566,C,D,D,D
22365,B,B,B,B
223677,D,C,C,C
223704,A,A,A,C
223764,B,B,B,B
223771,B,B,B,B
223807,B,A,B,B
223808,B,B,B,B
223814,C,C,C,C
223909,D,D,D,B
223963,B,D,D,D
22399,C,C,B,B
22401,B,B,B,B
224010,C,C,C,C
224048,C,C,C,C
224049,B,B,B,B
224066,A,A,B,B
224096,B,B,B,B
224204,B,B,B,B
224245,B,B,B,B
224254,C,C,B,B
22427,C,C,D,C
224276,C,C,C,C
22428,C,C,C,C
224416,A,A,A,C
224462,B,B,C,C
22450,C,C,C,C
22451,D,C,C,C
224585,B,B,B,B
224603,B,B,A,B
22462,C,C,C,C
22463,B,B,B,A
224656,B,B,A,A
22469,C,C,C,B
224713,A,B,B,A
22475,B,B,B,B
224756,A,B,B,B
22476,C,C,C,C
224812,D,B,B,B
224848,D,C,D,C
22486,C,C,C,C
224862,B,B,B,B
22489,D,D,D,D
224915,D,D,D,D
22495,C,A,C,C
2250,A,B,B,B
22505,B,B,B,B
2251,D,C,C,
225145,A,A,,B
22517,B,B,B,B
225213,A,C,C,D
225222,C,C,C,C
225251,A,A,B,B
22530,B,C,C,C
225328,C,C,C,C
225394,B,B,B,B
225439,C,C,C,A
225464,C,C,C,C
22554,B,B,B,C
22555,C,C,C,C
225566,B,B,B,B
225600,D,D,D,B
225650,C,C,D,C
225727,A,A,A,A
225729,A,C,D,B
225761,A,A,B,A
225767,C,D,D,C
225791,B,B,B,D
22585,D,D,D,D
226014,D,D,D,C
22605,B,B,B,B
226077,B,B,C,C
226080,B,A,C,C
22617,D,D,D,D
22626,B,B,D,C
22629,B,B,B,B
226385,B,B,C,C
22645,D,D,D,D
226453,A,A,A,A
22646,B,B,B,B
226468,D,C,C,C
226469,B,B,A,C
22652,C,C,C,C
226555,C,C,C,C
2266,C,C,C,C
226656,C,C,C,C
22666,B,B,B,B
2267,C,C,C,C
226741,C,C,D,D
226748,C,D,D,D
226803,A,C,C,C
226885,B,B,,B
22695,C,B,B,B
226951,B,A,B,B
226973,C,C,C,B
226991,A,A,A,A
2270,D,B,B,B
227011,B,B,B,B
22702,C,C,C,C
227024,B,B,A,A
22708,A,A,A,
2271,C,B,B,B
227175,C,C,D,D
22729,A,A,A,A
227304,A,C,C,B
227359,A,A,C,C
227370,A,B,B,B
2274,D,C,C,C
227435,C,D,D,D
227449,B,A,B,B
227457,B,B,B,B
227462,C,C,C,C
22751,B,B,D,C
22753,D,D,C,C
227564,B,B,B,B
227590,B,A,B,A
227591,B,B,B,B
22760,A,A,C,C
22761,C,C,C,C
227684,C,C,C,C
227711,C,D,A,A
227736,D,D,D,D
227771,D,D,C,D
227788,D,C,C,C
227840,B,A,B,B
22787,C,C,C,C
227911,C,C,C,C
227961,D,D,D,D
227963,A,A,A,B
22797,C,C,C,C
2280,C,C,C,C
228031,A,A,C,C
228033,B,B,,
228034,C,C,C,C
22804,B,D,D,D
2282,C,C,D,C
228267,C,C,C,C
22830,C,C,A,B
228323,C,C,C,C
22834,D,C,D,B
228394,C,C,C,C
22841,A,A,A,A
228425,C,C,B,B
228458,D,C,C,A
22854,C,C,,D
228594,C,C,D,D
228633,C,C,C,C
22865,B,A,B,B
22866,A,A,A,A
228664,A,A,A,A
228686,A,A,A,A
22873,C,C,C,C
228748,D,D,D,D
228755,B,B,B,B
228762,C,C,C,C
22877,B,B,A,A
228780,B,C,D,D
2288,A,A,C,D
228890,A,A,A,A
228907,C,C,C,C
228946,B,B,C,C
228949,D,D,C,C
228984,D,D,C,C
229114,B,B,B,A
229131,C,C,C,C
229138,C,A,A,A
22916,C,B,A,B
229195,B,B,,B
229255,C,C,C,C
229314,C,C,A,B
229350,C,C,C,C
229352,B,B,B,B
229381,A,B,B,B
229428,C,C,C,C
229431,D,D,D,D
229438,B,B,B,B
229452,C,C,C,C
229540,C,C,C,C
229541,A,A,B,B
229542,C,C,C,C
229574,C,C,C,C
229579,C,C,C,C
229629,C,C,C,C
229640,C,C,C,C
229651,B,B,B,B
229689,C,C,C,C
229694,A,C,C,C
22972,B,B,B,B
229776,C,D,C,C
229828,D,B,B,B
229878,B,B,B,B
22989,B,A,B,B
229890,B,B,B,B
229893,B,B,B,B
229894,B,B,B,B
229904,B,B,B,B
229906,C,C,D,C
229907,B,B,B,A
22994,C,B,B,B
229945,A,B,B,
229976,B,B,B,B
2300,C,C,C,C
230056,B,B,B,B
230096,C,C,C,B
2301,C,C,C,D
23010,C,C,C,C
230101,C,C,A,C
230127,A,A,A,A
230194,C,C,C,C
23021,B,B,B,B
230276,D,D,D,D
23039,D,B,D,C
23041,D,D,C,C
230445,B,B,B,B
230451,C,C,A,A
23050,B,B,B,B
230514,C,A,A,A
230519,B,B,C,C
23052,C,C,C,C
23056,C,C,C,C
230591,C,C,C,C
230624,B,B,B,B
230668,B,B,B,B
23067,C,C,C,C
230670,B,B,B,B
23076,C,C,C,C
23077,A,B,C,C
230799,C,C,C,C
23085,C,C,C,C
230868,C,C,C,C
23087,B,B,B,B
23088,C,C,C,C
2309,C,C,D,C
230951,C,C,A,B
230961,C,A,A,B
231005,C,D,D,D
231052,A,C,C,C
23109,B,B,B,B
231232,B,C,C,C
231248,C,C,C,C
231304,D,D,D,D
231421,C,C,C,A
231434,A,C,C,C
231440,D,D,C,D
231498,C,C,C,
231501,A,A,A,A
231503,C,D,D,A
23152,D,C,D,D
23153,C,C,C,C
23165,B,B,B,B
23168,C,C,C,C
23182,B,B,A,B
231837,A,A,A,A
231877,,B,B,D
231878,C,C,C,C
231922,D,D,C,C
23200,B,C,D,D
232049,B,B,B,B
232081,B,B,C,C
232089,B,B,B,B
232138,C,A,A,C
232147,B,B,B,B
232158,C,C,C,C
232177,A,A,A,A
232179,A,A,A,A
23221,C,C,C,C
232224,A,C,A,A
23228,D,D,A,A
2323,D,C,,C
232313,D,D,B,B
232340,D,D,D,D
23235,C,C,C,C
23238,D,D,D,D
232384,D,D,C,C
23252,C,C,C,C
232540,C,C,C,D
23259,C,A,A,A
232618,B,B,B,D
232639,C,C,C,C
232641,D,D,B,B
232672,C,C,C,C
232674,C,C,,B
23277,C,C,B,B
232777,A,A,B,B
232785,B,B,B,B
232787,D,B,B,B
23280,A,B,A,
232804,C,C,C,B
23281,C,C,C,A
232815,B,B,B,B
232834,C,C,C,C
232869,B,B,B,B
232896,C,C,C,
232899,B,B,A,A
232964,C,C,C,C
232981,A,B,A,A
232992,B,B,B,B
2330,C,C,C,C
233030,C,C,C,C
233086,C,C,C,C
233093,C,C,C,C
233096,D,C,C,C
23312,A,A,A,A
23314,B,B,B,B
233175,C,C,C,C
233179,C,C,C,C
233331,D,D,D,B
233359,B,B,B,B
233364,C,C,C,C
233370,C,C,C,C
233487,C,C,C,
233579,C,C,C,C
2336,C,C,C,C
233613,D,B,B,B
233638,C,C,C,C
233695,C,B,B,B
233836,A,C,C,C
233903,C,C,C,C
233967,C,C,A,A
234025,A,A,B,B
234046,B,A,B,A
234083,B,B,B,B
234084,C,C,C,C
23413,A,B,B,B
23421,C,A,A,A
23431,A,A,A,A
23443,D,D,D,D
2345,C,C,C,C
234574,B,B,B,B
234608,A,A,A,A
234648,A,A,B,B
234707,A,C,C,C
234722,B,B,B,B
234723,D,D,D,D
234761,C,C,C,C
234768,A,A,A,B
234792,B,B,A,A
2348,D,B,A,A
234828,A,B,A,A
234861,A,B,B,B
234901,D,B,B,B
234934,D,C,D,
234945,A,B,,C
234959,D,C,C,
234968,D,B,B,B
234987,A,A,C,C
235025,B,B,B,D
235052,C,C,C,C
235063,D,D,C,C
235074,C,C,C,C
235103,C,C,C,C
235146,A,C,B,B
235165,B,B,B,B
23517,A,A,B,B
235227,A,B,B,B
235233,A,A,A,A
235241,A,A,,A
235282,C,C,C,C
235301,B,A,C,C
23542,C,C,C,C
235474,B,A,B,C
23555,C,C,C,C
235555,C,C,C,D
235566,A,C,C,C
235567,A,A,C,C
235601,C,D,D,C
235655,A,B,B,B
235689,B,B,B,
235690,B,B,A,C
23570,B,B,B,B
235747,B,B,B,B
235807,B,B,B,B
235880,C,A,A,A
235881,B,A,A,A
235899,C,C,C,C
235946,C,C,C,A
235985,C,C,C,C
235986,A,B,B,B
235992,C,C,C,C
236007,C,C,C,C
236045,C,C,C,C
236054,A,B,B,B
236064,B,B,D,D
236066,A,B,A,A
23610,B,B,B,B
23613,B,B,B,B
236144,C,C,C,
23622,A,B,B,B
236227,D,D,C,D
236228,D,D,D,D
23623,C,C,A,A
236250,A,A,A,A
23626,D,C,D,D
236306,C,C,C,C
23631,C,C,A,A
236322,C,B,B,B
236368,B,B,B,B
236370,D,C,C,C
236381,A,A,A,A
236386,C,C,C,C
236399,B,B,B,B
23640,C,C,C,C
236401,D,D,D,D
236457,C,C,C,C
236458,C,C,C,C
236460,B,B,B,B
236477,D,D,D,D
23654,D,C,C,C
23656,D,C,D,C
236654,D,D,D,D
236721,B,B,B,B
236732,B,B,B,B
236733,B,B,B,B
23677,B,B,B,B
236773,C,C,C,C
23679,C,D,B,B
23680,B,B,B,B
236802,B,B,B,D
236820,A,A,A,A
236822,A,A,A,A
236869,A,C,C,C
236907,A,A,A,A
236933,B,B,B,B
237033,C,C,C,C
237050,C,C,,C
237111,B,C,C,C
237123,C,C,C,C
237166,B,B,B,B
237179,A,A,A,A
23721,D,D,D,D
237220,C,C,A,B
237262,C,B,B,B
2373,B,B,B,B
23731,B,B,B,B
237312,C,C,C,C
237340,D,D,D,D
237343,B,A,A,
237348,B,A,A,A
237361,C,C,C,C
237376,D,D,D,D
2374,B,B,B,A
23742,A,B,B,B
237423,B,A,A,A
237444,D,D,D,D
237468,D,D,D,D
237477,A,C,C,C
237480,B,B,B,B
237502,C,C,D,
237530,B,B,B,B
237551,A,C,C,C
237552,C,C,C,C
237564,C,C,C,C
237602,A,A,B,B
23761,B,B,B,B
23763,C,D,D,D
237687,A,C,C,A
237696,D,D,B,B
2377,C,C,C,C
23772,D,D,D,D
237751,C,C,C,C
23777,C,C,D,D
237779,C,C,C,C
237869,B,A,C,C
237891,C,C,C,C
237940,D,D,D,D
237942,D,D,D,D
237957,B,B,B,B
237965,B,B,B,B
237991,B,B,B,B
238007,A,B,B,B
238011,C,C,D,B
238021,B,B,B,B
238022,D,C,D,D
23803,D,D,D,D
23805,B,B,B,B
238056,C,C,C,C
23806,D,C,A,A
238099,A,A,A,A
238161,C,C,C,C
238165,A,B,B,B
238166,A,A,B,B
238169,A,A,B,A
238273,A,A,,B
2383,C,C,C,C
238320,A,B,,A
238339,C,C,C,C
238367,B,B,B,B
238375,B,B,B,B
23839,A,A,A,B
238395,B,A,A,A
238404,B,B,B,B
238486,A,A,A,A
238502,D,D,D,D
238538,B,B,B,B
238539,B,B,B,B
23855,C,C,C,C
238561,D,D,D,C
238574,A,A,A,A
238615,D,D,D,D
238625,B,B,B,B
